ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Profit
749,Contoso Laptop Starter Bundle M200 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,8.91
750,Contoso Education Essentials Bundle M300 Black,Contoso,Black,4.37,9.5,308,Computers Accessories,3,Computers,5.13
751,Contoso Desktop Alternative Bundle E200 Black,Contoso,Black,5.86,11.5,308,Computers Accessories,3,Computers,5.64
752,Contoso Power Inverter - DC to AC power inverter E900 Black,Contoso,Black,4.84,9.5,308,Computers Accessories,3,Computers,4.66
753,Contoso Smart Battery M901 Black,Contoso,Black,5.29,11.5,308,Computers Accessories,3,Computers,6.21
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Black,15.24,29.9,308,Computers Accessories,3,Computers,14.659999999999998
755,Contoso Home/Office Laptop Power Adapter E300 Black,Contoso,Black,13.0,25.5,308,Computers Accessories,3,Computers,12.5
756,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.75,29.9,308,Computers Accessories,3,Computers,16.15
757,Contoso Enhanced Capacity Battery M800 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
759,Contoso 90W AC/DC Power Adapter E300 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers,5.83
760,Contoso Reserve Pen - Tablet Pen E200 Black,Contoso,Black,7.09,13.9,308,Computers Accessories,3,Computers,6.8100000000000005
761,Contoso USB Data Link-direct connect adapter E600 Black,Contoso,Black,8.62,16.9,308,Computers Accessories,3,Computers,8.28
762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,Contoso,Black,11.23,33.9,308,Computers Accessories,3,Computers,22.669999999999998
763,Contoso Digital camera accessory kit M200 Black,Contoso,Black,10.99,23.9,308,Computers Accessories,3,Computers,12.909999999999998
764,Contoso Leather Case - case for digital photo camera X20 Black,Contoso,Black,13.22,39.9,308,Computers Accessories,3,Computers,26.68
765,Contoso Lens cap E80 Black,Contoso,Black,15.27,29.95,308,Computers Accessories,3,Computers,14.68
766,Contoso Battery charger - bike E200 Black,Contoso,Black,10.15,19.9,308,Computers Accessories,3,Computers,9.749999999999998
767,Contoso USB Optical Mouse E200 Black,Contoso,Black,7.9,15.5,308,Computers Accessories,3,Computers,7.6
768,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,Contoso,Black,9.13,17.9,308,Computers Accessories,3,Computers,8.769999999999998
769,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,Contoso,Black,11.68,22.9,308,Computers Accessories,3,Computers,11.219999999999999
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,Contoso,Black,26.97,52.9,308,Computers Accessories,3,Computers,25.93
771,Contoso USB Wave Multi-media Keyboard E280 Black,Contoso,Black,8.11,15.9,308,Computers Accessories,3,Computers,7.790000000000001
772,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers,5.83
773,Contoso USB Wave Multi-media Keyboard E280 Blue,Contoso,Blue,8.11,15.9,308,Computers Accessories,3,Computers,7.790000000000001
774,Contoso USB Optical Mouse E200 Blue,Contoso,Blue,7.9,15.5,308,Computers Accessories,3,Computers,7.6
775,Contoso Smart Battery M901 Blue,Contoso,Blue,5.29,11.5,308,Computers Accessories,3,Computers,6.21
776,Contoso Digital Camera Accessory kit M200 Blue,Contoso,Blue,10.99,23.9,308,Computers Accessories,3,Computers,12.909999999999998
777,Contoso Reserve Pen -Tablet Pen E200 Blue,Contoso,Blue,7.09,13.9,308,Computers Accessories,3,Computers,6.8100000000000005
778,Contoso Rechargeable Battery E100 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers,6.35
779,Contoso Dual USB Power Adapter - power adapter E300 White,Contoso,White,20.34,39.9,308,Computers Accessories,3,Computers,19.56
780,Contoso Car power adapter M90 White,Contoso,White,9.17,19.95,308,Computers Accessories,3,Computers,10.78
781,Contoso Notebook Peripheral Kit M69 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers,8.91
782,Contoso Mouse Lock Bundle E200 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers,6.35
783,Contoso Education Supplies Bundle E200 White,Contoso,White,6.88,13.5,308,Computers Accessories,3,Computers,6.62
784,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers,8.91
785,Contoso Education Essentials Bundle M300 White,Contoso,White,4.37,9.5,308,Computers Accessories,3,Computers,5.13
786,Contoso Desktop Alternative Bundle E200 White,Contoso,White,5.86,11.5,308,Computers Accessories,3,Computers,5.64
787,Contoso Power Inverter - DC to AC power inverter E900 White,Contoso,White,4.84,9.5,308,Computers Accessories,3,Computers,4.66
788,Contoso Smart Battery M901 White,Contoso,White,5.29,11.5,308,Computers Accessories,3,Computers,6.21
789,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Contoso,White,15.24,29.9,308,Computers Accessories,3,Computers,14.659999999999998
790,Contoso Home/Office Laptop Power Adapter E300 White,Contoso,White,13.0,25.5,308,Computers Accessories,3,Computers,12.5
791,Contoso USB 2.0 Dock Station docking station M800 White,Contoso,White,13.75,29.9,308,Computers Accessories,3,Computers,16.15
792,Contoso Enhanced Capacity Battery M800 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
793,Contoso Connectivity Starter Kit Smart Buy M680 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
794,Contoso 90W AC/DC Power Adapter E300 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers,5.83
795,Contoso Reserve Pen - Tablet Pen E200 White,Contoso,White,7.09,13.9,308,Computers Accessories,3,Computers,6.8100000000000005
796,Contoso USB Data Link - direct connect adapter E600 White,Contoso,White,8.62,16.9,308,Computers Accessories,3,Computers,8.28
797,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,Contoso,White,11.23,33.9,308,Computers Accessories,3,Computers,22.669999999999998
798,Contoso Digital camera accessory kit M200 White,Contoso,White,10.99,23.9,308,Computers Accessories,3,Computers,12.909999999999998
799,Contoso Leather Case - case for digital photo camera X20 White,Contoso,White,13.22,39.9,308,Computers Accessories,3,Computers,26.68
800,Contoso Lens cap E80 White,Contoso,White,15.27,29.95,308,Computers Accessories,3,Computers,14.68
801,Contoso Battery charger - bike E200 White,Contoso,White,10.15,19.9,308,Computers Accessories,3,Computers,9.749999999999998
802,Contoso USB Optical Mouse E200 White,Contoso,White,7.9,15.5,308,Computers Accessories,3,Computers,7.6
803,Contoso ADSL Modem Splitter/Filter X 1 E100 White,Contoso,White,9.13,17.9,308,Computers Accessories,3,Computers,8.769999999999998
804,Contoso ADSL Modem Splitter/Filter X 2 E200 White,Contoso,White,11.68,22.9,308,Computers Accessories,3,Computers,11.219999999999999
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,Contoso,White,26.97,52.9,308,Computers Accessories,3,Computers,25.93
806,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,White,8.11,15.9,308,Computers Accessories,3,Computers,7.790000000000001
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers,5.83
808,Contoso Rechargeable Battery E100 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers,6.35
809,Contoso Dual USB Power Adapter - power adapter E300 Grey,Contoso,Grey,20.34,39.9,308,Computers Accessories,3,Computers,19.56
810,Contoso Car power adapter M90 Grey,Contoso,Grey,9.17,19.95,308,Computers Accessories,3,Computers,10.78
811,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers,8.91
812,Contoso Mouse Lock Bundle E200 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers,6.35
813,Contoso Education Supplies Bundle E200 Grey,Contoso,Grey,6.88,13.5,308,Computers Accessories,3,Computers,6.62
814,Contoso Laptop Starter Bundle M200 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers,8.91
815,Contoso Education Essentials Bundle M300 Grey,Contoso,Grey,4.37,9.5,308,Computers Accessories,3,Computers,5.13
816,Contoso Desktop Alternative Bundle E200 Grey,Contoso,Grey,5.86,11.5,308,Computers Accessories,3,Computers,5.64
817,Contoso Power Inverter - DC to AC power inverter E900 Grey,Contoso,Grey,4.84,9.5,308,Computers Accessories,3,Computers,4.66
818,Contoso Smart Battery M901 Grey,Contoso,Grey,5.29,11.5,308,Computers Accessories,3,Computers,6.21
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Contoso,Grey,15.24,29.9,308,Computers Accessories,3,Computers,14.659999999999998
820,Contoso Home/Office Laptop Power Adapter E300 Grey,Contoso,Grey,13.0,25.5,308,Computers Accessories,3,Computers,12.5
821,Contoso USB 2.0 Dock Station docking station M800 Grey,Contoso,Grey,13.75,29.9,308,Computers Accessories,3,Computers,16.15
822,Contoso Enhanced Capacity Battery M800 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
823,Contoso Connectivity Starter Kit Smart Buy M680 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers,15.069999999999999
824,Contoso 90W AC/DC Power Adapter E300 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers,5.83
825,Contoso Reserve Pen - Tablet Pen E200 Grey,Contoso,Grey,7.09,13.9,308,Computers Accessories,3,Computers,6.8100000000000005
826,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.62,16.9,308,Computers Accessories,3,Computers,8.28
827,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Grey,11.23,33.9,308,Computers Accessories,3,Computers,22.669999999999998
828,Contoso Digital camera accessory kit M200 Grey,Contoso,Grey,10.99,23.9,308,Computers Accessories,3,Computers,12.909999999999998
829,Contoso Leather Case - case for digital photo camera X20 Grey,Contoso,Grey,13.22,39.9,308,Computers Accessories,3,Computers,26.68
830,Contoso Lens cap E80 Grey,Contoso,Grey,15.27,29.95,308,Computers Accessories,3,Computers,14.68
831,Contoso Battery charger - bike E200 Grey,Contoso,Grey,10.15,19.9,308,Computers Accessories,3,Computers,9.749999999999998
832,Contoso USB Optical Mouse E200 Grey,Contoso,Grey,7.9,15.5,308,Computers Accessories,3,Computers,7.6
833,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,Contoso,Grey,9.13,17.9,308,Computers Accessories,3,Computers,8.769999999999998
834,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,Contoso,Grey,11.68,22.9,308,Computers Accessories,3,Computers,11.219999999999999
835,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,Contoso,Grey,26.97,52.9,308,Computers Accessories,3,Computers,25.93
836,Contoso USB Wave Multi-Media Keyboard E280 Grey,Contoso,Grey,8.11,15.9,308,Computers Accessories,3,Computers,7.790000000000001
837,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers,5.83
838,Contoso USB Optical Mouse E200 Gold,Contoso,Gold,7.9,15.5,308,Computers Accessories,3,Computers,7.6
839,Contoso USB Wave Multi-Media Keyboard M901 Gold,Contoso,Gold,11.91,25.9,308,Computers Accessories,3,Computers,13.989999999999998
840,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,Contoso,Gold,18.35,39.9,308,Computers Accessories,3,Computers,21.549999999999997
841,Contoso Reserve Pen - Tablet Pen E200 Gold,Contoso,Gold,7.09,13.9,308,Computers Accessories,3,Computers,6.8100000000000005
842,Contoso Bright Light battery E20 Black,Contoso,Black,13.71,26.9,308,Computers Accessories,3,Computers,13.189999999999998
843,Contoso Bright Light battery E20 blue,Contoso,Blue,13.71,26.9,308,Computers Accessories,3,Computers,13.189999999999998
844,Contoso Bright Light battery E20 Pink,Contoso,Pink,13.71,26.9,308,Computers Accessories,3,Computers,13.189999999999998
845,Contoso Bright Light battery E20 White,Contoso,White,13.71,26.9,308,Computers Accessories,3,Computers,13.189999999999998
846,Contoso Ultraportable Neoprene Sleeve E30 Black,Contoso,Black,7.95,15.6,308,Computers Accessories,3,Computers,7.6499999999999995
847,Contoso Ultraportable Neoprene Sleeve E30 Pink,Contoso,Pink,7.95,15.6,308,Computers Accessories,3,Computers,7.6499999999999995
848,Contoso Ultraportable Neoprene Sleeve E30 Yellow,Contoso,Yellow,7.95,15.6,308,Computers Accessories,3,Computers,7.6499999999999995
849,Contoso Ultraportable Neoprene Sleeve E30 Green,Contoso,Green,7.95,15.6,308,Computers Accessories,3,Computers,7.6499999999999995
850,Contoso Laptop Keyboard X105 Black,Contoso,Black,76.5,230.9,308,Computers Accessories,3,Computers,154.4
851,Contoso Laptop Keyboard X105 White,Contoso,White,76.5,230.9,308,Computers Accessories,3,Computers,154.4
852,Contoso Laptop Keyboard X105 Brown,Contoso,Brown,76.5,230.9,308,Computers Accessories,3,Computers,154.4
853,Contoso Laptop Keyboard X105 Silver,Contoso,Silver,76.5,230.9,308,Computers Accessories,3,Computers,154.4
854,Contoso Multimedia Speakers M25 Brown,Contoso,Brown,59.32,129.0,308,Computers Accessories,3,Computers,69.68
855,Contoso Multimedia Speakers M25 Blue,Contoso,Blue,59.32,129.0,308,Computers Accessories,3,Computers,69.68
856,Contoso Multimedia Speakers M25 Black,Contoso,Black,59.32,129.0,308,Computers Accessories,3,Computers,69.68
857,Contoso Multimedia Speakers M25 White,Contoso,White,59.32,129.0,308,Computers Accessories,3,Computers,69.68
858,Contoso Wireless Notebook Optical Mouse M35 Black,Contoso,Black,13.77,29.95,308,Computers Accessories,3,Computers,16.18
859,Contoso Wireless Notebook Optical Mouse M35 White,Contoso,White,13.77,29.95,308,Computers Accessories,3,Computers,16.18
860,Contoso Wireless Notebook Optical Mouse M35 Blue,Contoso,Blue,13.77,29.95,308,Computers Accessories,3,Computers,16.18
861,Contoso Wireless Notebook Optical Mouse M35 Silver,Contoso,Silver,13.77,29.95,308,Computers Accessories,3,Computers,16.18
862,Contoso Wireless Notebook Optical Mouse M35 Orange,Contoso,Orange,13.77,29.95,308,Computers Accessories,3,Computers,16.18
863,Contoso Optical USB Mouse M45 Black,Contoso,Black,23.45,50.99,308,Computers Accessories,3,Computers,27.540000000000003
864,Contoso Optical USB Mouse M45 White,Contoso,White,23.45,50.99,308,Computers Accessories,3,Computers,27.540000000000003
865,Contoso Optical USB Mouse M45 Grey,Contoso,Grey,23.45,50.99,308,Computers Accessories,3,Computers,27.540000000000003
866,Contoso Wireless Laser Mouse M55 Black,Contoso,Black,32.19,69.99,308,Computers Accessories,3,Computers,37.8
867,Contoso Wireless Laser Mouse M55 White,Contoso,White,32.19,69.99,308,Computers Accessories,3,Computers,37.8
868,Contoso Wireless Laser Mouse M55 Grey,Contoso,Grey,32.19,69.99,308,Computers Accessories,3,Computers,37.8
869,Contoso Wireless Laser Mouse M55 Silver,Contoso,Silver,32.19,69.99,308,Computers Accessories,3,Computers,37.8
870,Contoso Wireless Laser Mouse E50 Black,Contoso,Black,10.69,20.96,308,Computers Accessories,3,Computers,10.270000000000001
871,Contoso Wireless Laser Mouse E50 White,Contoso,White,10.69,20.96,308,Computers Accessories,3,Computers,10.270000000000001
872,Contoso Wireless Laser Mouse E50 Silver,Contoso,Silver,10.69,20.96,308,Computers Accessories,3,Computers,10.270000000000001
873,Contoso Wireless Laser Mouse E50 Grey,Contoso,Grey,10.69,20.96,308,Computers Accessories,3,Computers,10.270000000000001
874,Contoso Wireless Notebook Optical Mouse X205 Black,Contoso,Black,43.06,129.95,308,Computers Accessories,3,Computers,86.88999999999999
875,Contoso Wireless Notebook Optical Mouse X205 White,Contoso,White,43.06,129.95,308,Computers Accessories,3,Computers,86.88999999999999
876,Contoso Wireless Notebook Optical Mouse X205 Blue,Contoso,Blue,43.06,129.95,308,Computers Accessories,3,Computers,86.88999999999999
877,Contoso Wireless Notebook Optical Mouse X205 Silver,Contoso,Silver,43.06,129.95,308,Computers Accessories,3,Computers,86.88999999999999
878,Contoso Wireless Notebook Optical Mouse X205 Orange,Contoso,Orange,43.06,129.95,308,Computers Accessories,3,Computers,86.88999999999999
879,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Grey,6.63,13.0,308,Computers Accessories,3,Computers,6.37
880,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Black,6.63,13.0,308,Computers Accessories,3,Computers,6.37
881,Contoso Optical Wheel OEM PS/2 Mouse E60 White,Contoso,White,6.63,13.0,308,Computers Accessories,3,Computers,6.37
882,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,Contoso,Silver,6.63,13.0,308,Computers Accessories,3,Computers,6.37
883,Contoso Bluetooth Notebook Mouse X305 Black,Contoso,Black,49.7,150.0,308,Computers Accessories,3,Computers,100.3
884,Contoso Bluetooth Notebook Mouse X305 White,Contoso,White,49.7,150.0,308,Computers Accessories,3,Computers,100.3
885,Contoso Bluetooth Notebook Mouse X305 Silver,Contoso,Silver,49.7,150.0,308,Computers Accessories,3,Computers,100.3
886,Contoso Bluetooth Notebook Mouse X305 Grey,Contoso,Grey,49.7,150.0,308,Computers Accessories,3,Computers,100.3
887,Contoso Bluetooth Notebook Mouse E70 Black,Contoso,Black,25.49,50.0,308,Computers Accessories,3,Computers,24.51
888,Contoso Bluetooth Notebook Mouse E70 White,Contoso,White,25.49,50.0,308,Computers Accessories,3,Computers,24.51
889,Contoso Bluetooth Notebook Mouse E70 Silver,Contoso,Silver,25.49,50.0,308,Computers Accessories,3,Computers,24.51
890,Contoso Bluetooth Notebook Mouse E70 Grey,Contoso,Grey,25.49,50.0,308,Computers Accessories,3,Computers,24.51
891,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,Southridge Video,Silver,30.58,59.99,308,Computers Accessories,3,Computers,29.410000000000004
892,SV Rechargeable Bluetooth Notebook Mouse E80 Black,Southridge Video,Black,30.58,59.99,308,Computers Accessories,3,Computers,29.410000000000004
893,SV Rechargeable Bluetooth Notebook Mouse E80 White,Southridge Video,White,30.58,59.99,308,Computers Accessories,3,Computers,29.410000000000004
894,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,Southridge Video,Grey,30.58,59.99,308,Computers Accessories,3,Computers,29.410000000000004
895,SV Keyboard E90 Silver,Southridge Video,Silver,21.28,41.73,308,Computers Accessories,3,Computers,20.449999999999996
896,SV Keyboard E90 White,Southridge Video,White,21.28,41.73,308,Computers Accessories,3,Computers,20.449999999999996
897,SV Keyboard E90 Black,Southridge Video,Black,21.28,41.73,308,Computers Accessories,3,Computers,20.449999999999996
898,SV Keyboard E90 Grey,Southridge Video,Grey,21.28,41.73,308,Computers Accessories,3,Computers,20.449999999999996
899,SV Keyboard E10 Silver,Southridge Video,Silver,22.43,44.0,308,Computers Accessories,3,Computers,21.57
900,SV Keyboard E10 White,Southridge Video,White,22.43,44.0,308,Computers Accessories,3,Computers,21.57
901,SV Keyboard E10 Black,Southridge Video,Black,22.43,44.0,308,Computers Accessories,3,Computers,21.57
902,SV Keyboard E10 Grey,Southridge Video,Grey,22.43,44.0,308,Computers Accessories,3,Computers,21.57
903,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Red,38.74,75.99,308,Computers Accessories,3,Computers,37.24999999999999
904,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Silver,38.74,75.99,308,Computers Accessories,3,Computers,37.24999999999999
905,SV 40GB USB2.0 Portable Hard Disk E400 Blue,Southridge Video,Blue,38.74,75.99,308,Computers Accessories,3,Computers,37.24999999999999
906,SV 40GB USB2.0 Portable Hard Disk E400 Yellow,Southridge Video,Yellow,38.74,75.99,308,Computers Accessories,3,Computers,37.24999999999999
907,SV 80GB USB2.0 Portable Hard Disk E500 Red,Southridge Video,Red,52.0,102.0,308,Computers Accessories,3,Computers,50.0
908,SV 80GB USB2.0 Portable Hard Disk E500 Silver,Southridge Video,Silver,52.0,102.0,308,Computers Accessories,3,Computers,50.0
909,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Blue,52.0,102.0,308,Computers Accessories,3,Computers,50.0
910,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,Southridge Video,Yellow,52.0,102.0,308,Computers Accessories,3,Computers,50.0
911,SV 160GB USB2.0 Portable Hard Disk M65 Silver,Southridge Video,Silver,44.1,95.9,308,Computers Accessories,3,Computers,51.800000000000004
912,SV 160GB USB2.0 Portable Hard Disk M65 Black,Southridge Video,Black,44.1,95.9,308,Computers Accessories,3,Computers,51.800000000000004
913,SV 160GB USB2.0 Portable Hard Disk M65 White,Southridge Video,White,44.1,95.9,308,Computers Accessories,3,Computers,51.800000000000004
914,SV 160GB USB2.0 Portable Hard Disk M65 Grey,Southridge Video,Grey,44.1,95.9,308,Computers Accessories,3,Computers,51.800000000000004
915,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,Southridge Video,Pink,59.31,179.0,308,Computers Accessories,3,Computers,119.69
916,SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,Southridge Video,Blue,59.31,179.0,308,Computers Accessories,3,Computers,119.69
917,SV 500GB USB 2.0 Portable External Hard Drive X405 White,Southridge Video,White,59.31,179.0,308,Computers Accessories,3,Computers,119.69
918,SV 500GB USB 2.0 Portable External Hard Drive X405 Black,Southridge Video,Black,59.31,179.0,308,Computers Accessories,3,Computers,119.69
919,SV USB Data Cable E600 Pink,Southridge Video,Pink,0.48,0.95,308,Computers Accessories,3,Computers,0.47
920,SV USB Data Cable E600 Black,Southridge Video,Black,0.48,0.95,308,Computers Accessories,3,Computers,0.47
921,SV USB Data Cable E600 Silver,Southridge Video,Silver,0.48,0.95,308,Computers Accessories,3,Computers,0.47
922,SV USB Data Cable E600 Grey,Southridge Video,Grey,0.48,0.95,308,Computers Accessories,3,Computers,0.47
923,SV USB Sync Charge Cable E700 Blue,Southridge Video,Blue,1.01,1.99,308,Computers Accessories,3,Computers,0.98
924,SV USB Sync Charge Cable E700 Black,Southridge Video,Black,1.01,1.99,308,Computers Accessories,3,Computers,0.98
925,SV USB Sync Charge Cable E700 White,Southridge Video,White,1.01,1.99,308,Computers Accessories,3,Computers,0.98
926,SV USB Sync Charge Cable E700 Silver,Southridge Video,Silver,1.01,1.99,308,Computers Accessories,3,Computers,0.98
927,SV 512MB Laptop memory E800 White,Southridge Video,White,17.33,33.99,308,Computers Accessories,3,Computers,16.660000000000004
928,SV 512MB Laptop memory E800 Silver,Southridge Video,Silver,17.33,33.99,308,Computers Accessories,3,Computers,16.660000000000004
929,SV 512MB Laptop memory E800 Black,Southridge Video,Black,17.33,33.99,308,Computers Accessories,3,Computers,16.660000000000004
930,SV 512MB Laptop memory E800 Yellow,Southridge Video,Yellow,17.33,33.99,308,Computers Accessories,3,Computers,16.660000000000004
931,SV 2GB Laptop memory E800 Silver,Southridge Video,Silver,28.04,55.0,308,Computers Accessories,3,Computers,26.96
932,SV 2GB Laptop memory E800 Black,Southridge Video,Black,28.04,55.0,308,Computers Accessories,3,Computers,26.96
933,SV 2GB Laptop memory E800 White,Southridge Video,White,28.04,55.0,308,Computers Accessories,3,Computers,26.96
934,SV 4GB Laptop Memory M65 Blue,Southridge Video,Blue,36.33,79.0,308,Computers Accessories,3,Computers,42.67
935,SV 4GB Laptop Memory M65 Yellow,Southridge Video,Yellow,36.33,79.0,308,Computers Accessories,3,Computers,42.67
936,SV 4GB Laptop Memory M65 Black,Southridge Video,Black,36.33,79.0,308,Computers Accessories,3,Computers,42.67
937,SV 4GB Laptop Memory M65 White,Southridge Video,White,36.33,79.0,308,Computers Accessories,3,Computers,42.67
938,SV Wireless LAN PCI Network Card Adapter E900 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,48.53
939,SV Wireless LAN PCI Network Card Adapter E901 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,48.53
940,SV Wireless LAN PCI Network Card Adapter E902 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,48.53
941,SV PCI Network Adapter E903 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers,20.580000000000002
942,SV PCI Network Adapter E904 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers,20.580000000000002
943,SV PCI Network Adapter E905 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers,20.580000000000002
944,A. Datum Compact Digital Camera M200 Black,A. Datum,Black,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,69.68
945,A. Datum Rangefinder Digital Camera X200 Black,A. Datum,Black,66.26,200.0,401,Digital Cameras,4,Cameras and camcorders,133.74
946,A. Datum Slim Digital Camera M180 Black,A. Datum,Black,68.06,148.0,401,Digital Cameras,4,Cameras and camcorders,79.94
947,A. Datum Ultra Compact Digital Camera M190 Black,A. Datum,Black,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders,89.12
948,A. Datum All in One Digital Camera M200 Black,A. Datum,Black,86.45,188.0,401,Digital Cameras,4,Cameras and camcorders,101.55
949,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,A. Datum,Black,88.79,268.0,401,Digital Cameras,4,Cameras and camcorders,179.20999999999998
950,A. Datum Super-zoom Digital Camera X300 Black,A. Datum,Black,96.08,290.0,401,Digital Cameras,4,Cameras and camcorders,193.92000000000002
951,A. Datum Consumer Digital Camera E100 Black,A. Datum,Black,143.26,281.0,401,Digital Cameras,4,Cameras and camcorders,137.74
952,A. Datum Consumer Digital Camera M300 Black,A. Datum,Black,84.84,184.5,401,Digital Cameras,4,Cameras and camcorders,99.66
953,A. Datum Advanced Digital Camera M300 Black,A. Datum,Black,86.68,188.5,401,Digital Cameras,4,Cameras and camcorders,101.82
954,A. Datum Bridge Digital Camera M300 Black,A. Datum,Black,85.95,186.9,401,Digital Cameras,4,Cameras and camcorders,100.95
955,A. Datum SLR-like Digital Camera M400 Black,A. Datum,Black,90.55,196.9,401,Digital Cameras,4,Cameras and camcorders,106.35000000000001
956,A. Datum Point Shoot Digital Camera M500 Black,A. Datum,Black,91.05,198.0,401,Digital Cameras,4,Cameras and camcorders,106.95
957,A. Datum Full Frame Digital Camera X300 Black,A. Datum,Black,76.53,231.0,401,Digital Cameras,4,Cameras and camcorders,154.47
958,A. Datum Compact Digital Camera M200 Grey,A. Datum,Grey,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,69.68
959,A. Datum Rangefinder Digital Camera X200 Grey,A. Datum,Grey,66.26,200.0,401,Digital Cameras,4,Cameras and camcorders,133.74
960,A. Datum Slim Digital Camera M180 Grey,A. Datum,Grey,68.06,148.0,401,Digital Cameras,4,Cameras and camcorders,79.94
961,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Grey,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders,89.12
962,A. Datum All in One Digital Camera M200 Grey,A. Datum,Grey,86.45,188.0,401,Digital Cameras,4,Cameras and camcorders,101.55
963,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,A. Datum,Grey,88.79,268.0,401,Digital Cameras,4,Cameras and camcorders,179.20999999999998
964,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum,Grey,96.08,290.0,401,Digital Cameras,4,Cameras and camcorders,193.92000000000002
965,A. Datum Consumer Digital Camera E100 Grey,A. Datum,Grey,143.26,281.0,401,Digital Cameras,4,Cameras and camcorders,137.74
